Freq.	V(n004)*I(R_load)
Step Information: Kv=100m  (Step: 1/5)
4.82487657657654e+04	-4.37213306586467e-01,-8.94574047788274e-02
4.83488648648645e+04	-4.34831236385458e-01,-8.31286689069531e-02
4.84489639639635e+04	-4.32487135684503e-01,-7.69914027749424e-02
4.85490630630626e+04	-4.30183263085951e-01,-7.10355197794920e-02
4.86491621621617e+04	-4.27921533412816e-01,-6.52514284809383e-02
4.87492612612608e+04	-4.25703553580740e-01,-5.96300070382238e-02
4.88493603603599e+04	-4.23530654864397e-01,-5.41625786166988e-02
4.89494594594590e+04	-4.21403921917168e-01,-4.88408877935567e-02
4.90495585585581e+04	-4.19324218865879e-01,-4.36570779760819e-02
4.91496576576572e+04	-4.17292212768894e-01,-3.86036698326582e-02
4.92497567567563e+04	-4.15308394700358e-01,-3.36735407275657e-02
4.93498558558554e+04	-4.13373098693838e-01,-2.88599051430281e-02
4.94499549549545e+04	-4.11486518759775e-01,-2.41562960635603e-02
4.95500540540536e+04	-4.09648724164011e-01,-1.95565472977136e-02
4.96501531531527e+04	-4.07859673141802e-01,-1.50547767038095e-02
4.97502522522518e+04	-4.06119225199979e-01,-1.06453702880894e-02
4.98503513513509e+04	-4.04427152146807e-01,-6.32296713962663e-03
4.99504504504500e+04	-4.02783147974882e-01,-2.08244516588360e-03
5.00505495495491e+04	-4.01186837708159e-01,2.08109240451731e-03
5.01506486486482e+04	-3.99637785316383e-01,6.17232979187265e-03
5.02507477477473e+04	-3.98135500786227e-01,1.01957507390467e-02
5.03508468468464e+04	-3.96679446432249e-01,1.41556499274972e-02
5.04509459459455e+04	-3.95269042520856e-01,1.80561437668419e-02
5.05510450450446e+04	-3.93903672274012e-01,2.19011805914603e-02
5.06511441441437e+04	-3.92582686312183e-01,2.56945502967087e-02
5.07512432432428e+04	-3.91305406590639e-01,2.94398934431053e-02
5.08513423423419e+04	-3.90071129877500e-01,3.31407098603662e-02
5.09514414414410e+04	-3.88879130816263e-01,3.68003667753529e-02
5.10515405405401e+04	-3.87728664614125e-01,4.04221064953239e-02
5.11516396396392e+04	-3.86618969388604e-01,4.40090536657923e-02
5.12517387387383e+04	-3.85549268207154e-01,4.75642221331156e-02
5.13518378378374e+04	-3.84518770845687e-01,5.10905214287986e-02
5.14519369369365e+04	-3.83526675293949e-01,5.45907629010037e-02
5.15520360360356e+04	-3.82572169029811e-01,5.80676655115820e-02
5.16521351351347e+04	-3.81654430082904e-01,6.15238613177647e-02
5.17522342342338e+04	-3.80772627908014e-01,6.49619006576116e-02
5.18523333333329e+04	-3.79925924082825e-01,6.83842570542934e-02
5.19524324324320e+04	-3.79113472847274e-01,7.17933318575462e-02
5.20525315315311e+04	-3.78334421496100e-01,7.51914586345181e-02
5.21526306306302e+04	-3.77587910639098e-01,7.85809073270584e-02
5.22527297297293e+04	-3.76873074337171e-01,8.19638881852496e-02
5.23528288288284e+04	-3.76189040126734e-01,8.53425554928071e-02
5.24529279279275e+04	-3.75534928939312e-01,8.87190110938178e-02
5.25530270270266e+04	-3.74909854924600e-01,9.20953077316470e-02
5.26531261261257e+04	-3.74312925184858e-01,9.54734522117579e-02
5.27532252252247e+04	-3.73743239425244e-01,9.88554083953749e-02
5.28533243243238e+04	-3.73199889527333e-01,1.02243100035808e-01
5.29534234234229e+04	-3.72681959048607e-01,1.05638413461551e-01
5.30535225225220e+04	-3.72188522654770e-01,1.09043200118294e-01
5.31536216216211e+04	-3.71718645486711e-01,1.12459278973739e-01
5.32537207207202e+04	-3.71271382465280e-01,1.15888438791712e-01
5.33538198198193e+04	-3.70845777539058e-01,1.19332440284204e-01
5.34539189189184e+04	-3.70440862874911e-01,1.22793018143742e-01
5.35540180180175e+04	-3.70055657994866e-01,1.26271882962968e-01
5.36541171171166e+04	-3.69689168861370e-01,1.29770723045926e-01
5.37542162162157e+04	-3.69340386911317e-01,1.33291206114428e-01
5.38543153153148e+04	-3.69008288041522e-01,1.36834980914399e-01
5.39544144144139e+04	-3.68691831545307e-01,1.40403678724423e-01
5.40545135135130e+04	-3.68389959002216e-01,1.43998914771178e-01
5.41546126126121e+04	-3.68101593120409e-01,1.47622289552461e-01
5.42547117117112e+04	-3.67825636533278e-01,1.51275390071866e-01
5.43548108108103e+04	-3.67560970549716e-01,1.54959790986760e-01
5.44549099099094e+04	-3.67306453858131e-01,1.58677055669808e-01
5.45550090090085e+04	-3.67060921185341e-01,1.62428737188063e-01
5.46551081081076e+04	-3.66823181908998e-01,1.66216379198333e-01
5.47552072072067e+04	-3.66592018623700e-01,1.70041516760684e-01
5.48553063063058e+04	-3.66366185661180e-01,1.73905677070310e-01
5.49554054054049e+04	-3.66144407563323e-01,1.77810380108301e-01
5.50555045045040e+04	-3.65925377508200e-01,1.81757139210512e-01
5.51556036036031e+04	-3.65707755688402e-01,1.85747461554428e-01
5.52557027027022e+04	-3.65490167641289e-01,1.89782848563656e-01
5.53558018018013e+04	-3.65271202530713e-01,1.93864796228396e-01
5.54559009009004e+04	-3.65049411379602e-01,1.97994795341168e-01
5.55559999999995e+04	-3.64823305252911e-01,2.02174331645627e-01
5.56560990990986e+04	-3.64591353390610e-01,2.06404885897417e-01
5.57561981981977e+04	-3.64351981289841e-01,2.10687933833702e-01
5.58562972972968e+04	-3.64103568736710e-01,2.15024946050530e-01
5.59563963963959e+04	-3.63844447785967e-01,2.19417387783095e-01
5.60564954954950e+04	-3.63572900689871e-01,2.23866718588136e-01
5.61565945945941e+04	-3.63287157774718e-01,2.28374391923217e-01
5.62566936936932e+04	-3.62985395265905e-01,2.32941854620316e-01
5.63567927927923e+04	-3.62665733060917e-01,2.37570546249090e-01
5.64568918918914e+04	-3.62326232450803e-01,2.42261898365723e-01
5.65569909909905e+04	-3.61964893790402e-01,2.47017333642736e-01
5.66570900900896e+04	-3.61579654117845e-01,2.51838264874667e-01
5.67571891891887e+04	-3.61168384723680e-01,2.56726093853629e-01
5.68572882882878e+04	-3.60728888671560e-01,2.61682210110594e-01
5.69573873873869e+04	-3.60258898270806e-01,2.66707989514963e-01
5.70574864864859e+04	-3.59756072502392e-01,2.71804792725933e-01
5.71575855855850e+04	-3.59217994401139e-01,2.76973963490543e-01
5.72576846846841e+04	-3.58642168394957e-01,2.82216826779121e-01
5.73577837837832e+04	-3.58026017604777e-01,2.87534686752388e-01
5.74578828828823e+04	-3.57366881107468e-01,2.92928824551185e-01
5.75579819819814e+04	-3.56662011165686e-01,2.98400495901653e-01
5.76580810810805e+04	-3.55908570428003e-01,3.03950928526182e-01
5.77581801801796e+04	-3.55103629104262e-01,3.09581319352064e-01
5.78582792792787e+04	-3.54244162120998e-01,3.15292831508249e-01
5.79583783783778e+04	-3.53327046262501e-01,3.21086591100366e-01
5.80584774774769e+04	-3.52349057304098e-01,3.26963683754407e-01
5.81585765765760e+04	-3.51306867144797e-01,3.32925150918986e-01
5.82586756756751e+04	-3.50197040946373e-01,3.38971985913862e-01
5.83587747747742e+04	-3.49016034289122e-01,3.45105129716842e-01
5.84588738738733e+04	-3.47760190352471e-01,3.51325466474915e-01
5.85589729729724e+04	-3.46425737131868e-01,3.57633818729951e-01
5.86590720720715e+04	-3.45008784703671e-01,3.64030942347037e-01
5.87591711711706e+04	-3.43505322550088e-01,3.70517521132657e-01
5.88592702702697e+04	-3.41911216959303e-01,3.77094161132553e-01
5.89593693693688e+04	-3.40222208515174e-01,3.83761384596066e-01
5.90594684684679e+04	-3.38433909693355e-01,3.90519623594559e-01
5.91595675675670e+04	-3.36541802582037e-01,3.97369213283377e-01
5.92596666666661e+04	-3.34541236746931e-01,4.04310384794295e-01
5.93597657657652e+04	-3.32427427261255e-01,4.11343257747235e-01
5.94598648648643e+04	-3.30195452924112e-01,4.18467832369790e-01
5.95599639639634e+04	-3.27840254691635e-01,4.25683981214274e-01
5.96600630630625e+04	-3.25356634347203e-01,4.32991440460240e-01
5.97601621621616e+04	-3.22739253439627e-01,4.40389800794912e-01
5.98602612612607e+04	-3.19982632519371e-01,4.47878497860368e-01
5.99603603603598e+04	-3.17081150705672e-01,4.55456802261159e-01
6.00604594594589e+04	-3.14029045618987e-01,4.63123809124698e-01
6.01605585585580e+04	-3.10820413716151e-01,4.70878427207967e-01
6.02606576576571e+04	-3.07449211067504e-01,4.78719367548927e-01
6.03607567567562e+04	-3.03909254617570e-01,4.86645131657303e-01
6.04608558558553e+04	-3.00194223973424e-01,4.94653999246577e-01
6.05609549549544e+04	-2.96297663767692e-01,5.02744015507844e-01
6.06610540540535e+04	-2.92212986644871e-01,5.10912977930566e-01
6.07611531531526e+04	-2.87933476923087e-01,5.19158422677279e-01
6.08612522522517e+04	-2.83452294984686e-01,5.27477610522687e-01
6.09613513513508e+04	-2.78762482452714e-01,5.35867512370027e-01
6.10614504504499e+04	-2.73856968211981e-01,5.44324794364717e-01
6.11615495495490e+04	-2.68728575335870e-01,5.52845802624543e-01
6.12616486486480e+04	-2.63370028982115e-01,5.61426547614281e-01
6.13617477477471e+04	-2.57773965323150e-01,5.70062688197926e-01
6.14618468468462e+04	-2.51932941577613e-01,5.78749515401488e-01
6.15619459459453e+04	-2.45839447212321e-01,5.87481935933721e-01
6.16620450450444e+04	-2.39485916384010e-01,5.96254455512532e-01
6.17621441441435e+04	-2.32864741692450e-01,6.05061162052967e-01
6.18622432432426e+04	-2.25968289314884e-01,6.13895708780835e-01
6.19623423423417e+04	-2.18788915594601e-01,6.22751297345754e-01
6.20624414414408e+04	-2.11318985154011e-01,6.31620661008337e-01
6.21625405405399e+04	-2.03550890600837e-01,6.40496047998051e-01
6.22626396396390e+04	-1.95477073897045e-01,6.49369205131663e-01
6.23627387387381e+04	-1.87090049454664e-01,6.58231361806766e-01
6.24628378378372e+04	-1.78382429020239e-01,6.67073214483840e-01
6.25629369369363e+04	-1.69346948405889e-01,6.75884911787613e-01
6.26630360360354e+04	-1.59976496118944e-01,6.84656040366040e-01
6.27631351351345e+04	-1.50264143934687e-01,6.93375611657212e-01
6.28632342342336e+04	-1.40203179451343e-01,7.02032049725231e-01
6.29633333333327e+04	-1.29787140653511e-01,7.10613180338273e-01
6.30634324324318e+04	-1.19009852504633e-01,7.19106221472220e-01
6.31635315315309e+04	-1.07865465572055e-01,7.27497775433795e-01
6.32636306306300e+04	-9.63484966781680e-02,7.35773822810764e-01
6.33637297297291e+04	-8.44538715549358e-02,7.43919718463514e-01
6.34638288288282e+04	-7.21769694595727e-02,7.51920189781863e-01
6.35639279279273e+04	-5.95136696953875e-02,7.59759337445232e-01
6.36640270270264e+04	-4.64603999566512e-02,7.67420638924907e-01
6.37641261261255e+04	-3.30141863949269e-02,7.74886954975781e-01
6.38642252252246e+04	-1.91727052833530e-02,7.82140539374105e-01
6.39643243243237e+04	-4.93433612339911e-03,7.89163052153327e-01
6.40644234234228e+04	9.70178398309030e-03,7.95935576598675e-01
6.41645225225219e+04	2.47357049069286e-02,8.02438640251848e-01
6.42646216216210e+04	4.01666072503748e-02,8.08652240181113e-01
6.43647207207201e+04	5.59927455631358e-02,8.14555872757461e-01
6.44648198198192e+04	7.22113913202480e-02,8.20128568173280e-01
6.45649189189183e+04	8.88187760036752e-02,8.25348929919170e-01
6.46650180180174e+04	1.05810034659388e-01,8.30195179426012e-01
6.47651171171165e+04	1.23179150338952e-01,8.34645206044278e-01
6.48652162162156e+04	1.40918899869772e-01,8.38676622519319e-01
6.49653153153147e+04	1.59020801428287e-01,8.42266826079106e-01
6.50654144144138e+04	1.77475064426151e-01,8.45393065223166e-01
6.51655135135129e+04	1.96270542246498e-01,8.48032512253221e-01
6.52656126126120e+04	2.15394688397273e-01,8.50162341544661e-01
6.53657117117111e+04	2.34833516672022e-01,8.51759813507371e-01
6.54658108108102e+04	2.54571565926947e-01,8.52802364123263e-01
6.55659099099093e+04	2.74591870102019e-01,8.53267699893687e-01
6.56660090090084e+04	2.94875934121052e-01,8.53133897960239e-01
6.57661081081075e+04	3.15403716310306e-01,8.52379511096727e-01
6.58662072072065e+04	3.36153617971666e-01,8.50983677196904e-01
6.59663063063056e+04	3.57102480736356e-01,8.48926232805402e-01
6.60664054054047e+04	3.78225592301470e-01,8.46187830165226e-01
6.61665045045038e+04	3.99496701130838e-01,8.42750057178955e-01
6.62666036036029e+04	4.20888040651796e-01,8.38595559593752e-01
6.63667027027020e+04	4.42370363446369e-01,8.33708164657771e-01
6.64668018018011e+04	4.63912985858224e-01,8.28073005405127e-01
6.65669009009002e+04	4.85483843386312e-01,8.21676644671012e-01
6.66669999999993e+04	5.07049557142586e-01,8.14507197860733e-01
6.67670990990984e+04	5.28575511571474e-01,8.06554453446650e-01
6.68671981981975e+04	5.50025943519962e-01,7.97809990108520e-01
6.69672972972966e+04	5.71364042650424e-01,7.88267289400279e-01
6.70673963963957e+04	5.92552063061591e-01,7.77921842789344e-01
6.71674954954948e+04	6.13551445866946e-01,7.66771251898003e-01
6.72675945945939e+04	6.34322952347936e-01,7.54815320780531e-01
6.73676936936930e+04	6.54826807168922e-01,7.42056139069251e-01
6.74677927927921e+04	6.75022851001815e-01,7.28498154858241e-01
6.75678918918912e+04	6.94870701781508e-01,7.14148236235829e-01
6.76679909909903e+04	7.14329923671698e-01,6.99015720436791e-01
6.77680900900894e+04	7.33360202697088e-01,6.83112449660744e-01
6.78681891891885e+04	7.51921527879771e-01,6.66452792704826e-01
6.79682882882876e+04	7.69974376593564e-01,6.49053651661034e-01
6.80683873873867e+04	7.87479902762442e-01,6.30934453064928e-01
6.81684864864858e+04	8.04400126431786e-01,6.12117123016790e-01
6.82685855855849e+04	8.20698123175887e-01,5.92626045950456e-01
6.83686846846840e+04	8.36338211745117e-01,5.72488006897219e-01
6.84687837837831e+04	8.51286138328846e-01,5.51732117254512e-01
6.85688828828822e+04	8.65509255789588e-01,5.30389724256636e-01
6.86689819819813e+04	8.78976696238653e-01,5.08494304524054e-01
6.87690810810804e+04	8.91659535347247e-01,4.86081342250844e-01
6.88691801801795e+04	9.03530946848351e-01,4.63188192770574e-01
6.89692792792786e+04	9.14566345753179e-01,4.39853932416573e-01
6.90693783783777e+04	9.24743518907751e-01,4.16119195752052e-01
6.91694774774768e+04	9.34042741632737e-01,3.92026001411750e-01
6.92695765765759e+04	9.42446879323842e-01,3.67617567919826e-01
6.93696756756750e+04	9.49941473050300e-01,3.42938120988284e-01
6.94697747747741e+04	9.56514808347516e-01,3.18032693885888e-01
6.95698738738732e+04	9.62157966591572e-01,2.92946922563335e-01
6.96699729729723e+04	9.66864858525704e-01,2.67726837272842e-01
6.97700720720714e+04	9.70632239701260e-01,2.42418652452497e-01
6.98701711711705e+04	9.73459707803995e-01,2.17068556667329e-01
6.99702702702696e+04	9.75349682023629e-01,1.91722504370731e-01
7.00703693693687e+04	9.76307364818594e-01,1.66426011230284e-01
7.01704684684677e+04	9.76340686619974e-01,1.41223954683797e-01
7.02705675675668e+04	9.75460234187205e-01,1.16160381326062e-01
7.03706666666659e+04	9.73679163492562e-01,9.12783226130227e-02
7.04707657657650e+04	9.71013098165471e-01,6.66196202573772e-02
7.05708648648641e+04	9.67480014647342e-01,4.22247625510177e-02
7.06709639639632e+04	9.63100115325267e-01,1.81327327062944e-02
7.07710630630623e+04	9.57895691009097e-01,-5.61912985536313e-03
7.08711621621614e+04	9.51890974173347e-01,-2.89952544976570e-02
7.09712612612605e+04	9.45111984454224e-01,-5.19619500514684e-02
7.10713603603596e+04	9.37586367896142e-01,-7.44875007559832e-02
7.11714594594587e+04	9.29343231475738e-01,-9.65422472010800e-02
7.12715585585578e+04	9.20412974398308e-01,-1.18098652177905e-01
7.13716576576569e+04	9.10827117639131e-01,-1.39131351503944e-01
7.14717567567560e+04	9.00618133158369e-01,-1.59617190038220e-01
7.15718558558551e+04	8.89819274143918e-01,-1.79535243241802e-01
7.16719549549542e+04	8.78464407566900e-01,-1.98866824768868e-01
7.17720540540533e+04	8.66587850241878e-01,-2.17595480685542e-01
7.18721531531524e+04	8.54224209487630e-01,-2.35706971014878e-01
7.19722522522515e+04	8.41408229375256e-01,-2.53189239394736e-01
7.20723513513506e+04	8.28174643439787e-01,-2.70032371703844e-01
7.21724504504497e+04	8.14558034614138e-01,-2.86228544566448e-01
7.22725495495488e+04	8.00592703037116e-01,-3.01771964691135e-01
7.23726486486479e+04	7.86312542252525e-01,-3.16658800020646e-01
7.24727477477470e+04	7.71750924225588e-01,-3.30887103688980e-01
7.25728468468461e+04	7.56940593469757e-01,-3.44456731779380e-01
7.26729459459452e+04	7.41913570488574e-01,-3.57369255863777e-01
7.27730450450443e+04	7.26701064626694e-01,-3.69627871291100e-01
7.28731441441434e+04	7.11333396336557e-01,-3.81237302149259e-01
7.29732432432425e+04	6.95839928777918e-01,-3.92203703799518e-01
7.30733423423416e+04	6.80249008592008e-01,-4.02534563826056e-01
7.31734414414407e+04	6.64587915622241e-01,-4.12238602198802e-01
7.32735405405398e+04	6.48882821291859e-01,-4.21325671387398e-01
7.33736396396389e+04	6.33158755297760e-01,-4.29806657112684e-01
7.34737387387380e+04	6.17439580231975e-01,-4.37693380349790e-01
7.35738378378371e+04	6.01747973713472e-01,-4.44998501147726e-01
7.36739369369362e+04	5.86105417576505e-01,-4.51735424758911e-01
7.37740360360353e+04	5.70532193645371e-01,-4.57918210511247e-01
7.38741351351344e+04	5.55047385614592e-01,-4.63561483804554e-01
7.39742342342335e+04	5.39668886535346e-01,-4.68680351538989e-01
7.40743333333326e+04	5.24413411419715e-01,-4.73290321242446e-01
7.41744324324317e+04	5.09296514468485e-01,-4.77407224101216e-01
7.42745315315308e+04	4.94332610439130e-01,-4.81047142049890e-01
7.43746306306299e+04	4.79534999683898e-01,-4.84226339037827e-01
7.44747297297289e+04	4.64915896399158e-01,-4.86961196533344e-01
7.45748288288280e+04	4.50486459649623e-01,-4.89268153299094e-01
7.46749279279271e+04	4.36256826746455e-01,-4.91163649434083e-01
7.47750270270262e+04	4.22236148585546e-01,-4.92664074641033e-01
7.48751261261253e+04	4.08432626571435e-01,-4.93785720658371e-01
7.49752252252244e+04	3.94853550778260e-01,-4.94544737764445e-01
7.50753243243235e+04	3.81505339025170e-01,-4.94957095244469e-01
7.51754234234226e+04	3.68393576566391e-01,-4.95038545694469e-01
7.52755225225217e+04	3.55523056124162e-01,-4.94804593017192e-01
7.53756216216208e+04	3.42897818013083e-01,-4.94270463955219e-01
7.54757207207199e+04	3.30521190134922e-01,-4.93451083002333e-01
7.55758198198190e+04	3.18395827638913e-01,-4.92361050517961e-01
7.56759189189181e+04	3.06523752072033e-01,-4.91014623873732e-01
7.57760180180172e+04	2.94906389859807e-01,-4.89425701451987e-01
7.58761171171163e+04	2.83544609982478e-01,-4.87607809321965e-01
7.59762162162154e+04	2.72438760727608e-01,-4.85574090412531e-01
7.60763153153145e+04	2.61588705420648e-01,-4.83337296008187e-01
7.61764144144136e+04	2.50993857050168e-01,-4.80909779397689e-01
7.62765135135127e+04	2.40653211719822e-01,-4.78303491502578e-01
7.63766126126118e+04	2.30565380875493e-01,-4.75529978329210e-01
7.64767117117109e+04	2.20728622265683e-01,-4.72600380083400e-01
7.65768108108100e+04	2.11140869608509e-01,-4.69525431795865e-01
7.66769099099091e+04	2.01799760946674e-01,-4.66315465317845e-01
7.67770090090082e+04	1.92702665683607e-01,-4.62980412547317e-01
7.68771081081073e+04	1.83846710299334e-01,-4.59529809755538e-01
7.69772072072064e+04	1.75228802757327e-01,-4.55972802892299e-01
7.70773063063055e+04	1.66845655614483e-01,-4.52318153753874e-01
7.71774054054046e+04	1.58693807855368e-01,-4.48574246904961e-01
7.72775045045037e+04	1.50769645477658e-01,-4.44749097254669e-01
7.73776036036028e+04	1.43069420855757e-01,-4.40850358191416e-01
7.74777027027019e+04	1.35589270919344e-01,-4.36885330189159e-01
7.75778018018010e+04	1.28325234178870e-01,-4.32860969807364e-01
7.76779009009001e+04	1.21273266639586e-01,-4.28783899006131e-01
7.77779999999992e+04	1.14429256643060e-01,-4.24660414712929e-01
7.78780990990983e+04	1.07789038676840e-01,-4.20496498575271e-01
7.79781981981974e+04	1.01348406196216e-01,-4.16297826845452e-01
7.80782972972965e+04	9.51031234992774e-02,-4.12069780344371e-01
7.81783963963956e+04	8.90489367003423e-02,-4.07817454459325e-01
7.82784954954947e+04	8.31815838425486e-02,-4.03545669133939e-01
7.83785945945938e+04	7.74968041936940e-02,-3.99258978812575e-01
7.84786936936929e+04	7.19903467676248e-02,-3.94961682306790e-01
7.85787927927920e+04	6.66579781106793e-02,-3.90657832555291e-01
7.86788918918910e+04	6.14954893964409e-02,-3.86351246249900e-01
7.87789909909901e+04	5.64987028652915e-02,-3.82045513307656e-01
7.88790900900892e+04	5.16634776496280e-02,-3.77744006167723e-01
7.89791891891883e+04	4.69857150200731e-02,-3.73449888897425e-01
7.90792882882874e+04	4.24613630886373e-02,-3.69166126095003e-01
7.91793873873865e+04	3.80864210053548e-02,-3.64895491573650e-01
7.92794864864856e+04	3.38569426773448e-02,-3.60640576823044e-01
7.93795855855847e+04	2.97690400469759e-02,-3.56403799234838e-01
7.94796846846838e+04	2.58188859551482e-02,-3.52187410092090e-01
7.95797837837829e+04	2.20027166212505e-02,-3.47993502313865e-01
7.96798828828820e+04	1.83168337660108e-02,-3.43824017955706e-01
7.97799819819811e+04	1.47576064041532e-02,-3.39680755462931e-01
7.98800810810802e+04	1.13214723307924e-02,-3.35565376676770e-01
7.99801801801793e+04	8.00493932588178e-03,-3.31479413594493e-01
8.00802792792784e+04	4.80458609817128e-03,-3.27424274885293e-01
8.01803783783775e+04	1.71706299052496e-03,-3.23401252163113e-01
8.02804774774766e+04	-1.26090753490282e-03,-3.19411526021887e-01
8.03805765765757e+04	-4.13253061241273e-03,-3.15456171835007e-01
8.04806756756748e+04	-6.90093887139154e-03,-3.11536165323479e-01
8.05807747747739e+04	-9.56919250261912e-03,-3.07652387898816e-01
8.06808738738730e+04	-1.21402794767073e-02,-3.03805631784270e-01
8.07809729729721e+04	-1.46171158993923e-02,-2.99996604920395e-01
8.08810720720712e+04	-1.70025464915425e-02,-2.96225935660277e-01
8.09811711711703e+04	-1.92993451804438e-02,-2.92494177260730e-01
8.10812702702694e+04	-2.15102157918475e-02,-2.88801812174821e-01
8.11813693693685e+04	-2.36377928303224e-02,-2.85149256151789e-01
8.12814684684676e+04	-2.56846423394521e-02,-2.81536862151010e-01
8.13815675675667e+04	-2.76532628319202e-02,-2.77964924075457e-01
8.14816666666658e+04	-2.95460862804844e-02,-2.74433680331137e-01
8.15817657657649e+04	-3.13654791625535e-02,-2.70943317218721e-01
8.16818648648640e+04	-3.31137435504921e-02,-2.67493972162806e-01
8.17819639639631e+04	-3.47931182411702e-02,-2.64085736785790e-01
8.18820630630622e+04	-3.64057799181327e-02,-2.60718659831415e-01
8.19821621621613e+04	-3.79538443408366e-02,-2.57392749943793e-01
8.20822612612604e+04	-3.94393675562956e-02,-2.54107978308751e-01
8.21823603603595e+04	-4.08643471268175e-02,-2.50864281161448e-01
8.22824594594586e+04	-4.22307233705994e-02,-2.47661562166589e-01
8.23825585585577e+04	-4.35403806114276e-02,-2.44499694677166e-01
8.24826576576568e+04	-4.47951484320667e-02,-2.41378523875048e-01
8.25827567567559e+04	-4.59968029301830e-02,-2.38297868800815e-01
8.26828558558550e+04	-4.71470679722481e-02,-2.35257524275538e-01
8.27829549549541e+04	-4.82476164433705e-02,-2.32257262720774e-01
8.28830540540532e+04	-4.93000714899297e-02,-2.29296835880198e-01
8.29831531531522e+04	-5.03060077544499e-02,-2.26375976448818e-01
8.30832522522513e+04	-5.12669525980987e-02,-2.23494399611922e-01
8.31833513513504e+04	-5.21843873117658e-02,-2.20651804499908e-01
8.32834504504495e+04	-5.30597483121832e-02,-2.17847875561731e-01
8.33835495495486e+04	-5.38944283229995e-02,-2.15082283861159e-01
8.34836486486477e+04	-5.46897775385447e-02,-2.12354688299555e-01
8.35837477477468e+04	-5.54471047703453e-02,-2.09664736768864e-01
8.36838468468459e+04	-5.61676785744372e-02,-2.07012067237560e-01
8.37839459459450e+04	-5.68527283592583e-02,-2.04396308773545e-01
8.38840450450441e+04	-5.75034454738696e-02,-2.01817082506976e-01
8.39841441441432e+04	-5.81209842746943e-02,-1.99274002535312e-01
8.40842432432423e+04	-5.87064631718033e-02,-1.96766676774569e-01
8.41843423423414e+04	-5.92609656534022e-02,-1.94294707758510e-01
8.42844414414405e+04	-5.97855412888264e-02,-1.91857693389100e-01
8.43845405405396e+04	-6.02812067092131e-02,-1.89455227640234e-01
8.44846396396387e+04	-6.07489465667507e-02,-1.87086901217603e-01
8.45847387387378e+04	-6.11897144713085e-02,-1.84752302176318e-01
8.46848378378369e+04	-6.16044339053372e-02,-1.82451016499376e-01
8.47849369369360e+04	-6.19939991167431e-02,-1.80182628638154e-01
8.48850360360351e+04	-6.23592759896228e-02,-1.77946722017569e-01
8.49851351351342e+04	-6.27011028938195e-02,-1.75742879507436e-01
8.50852342342333e+04	-6.30202915120359e-02,-1.73570683861949e-01
8.51853333333324e+04	-6.33176276466843e-02,-1.71429718129033e-01
8.52854324324315e+04	-6.35938720046207e-02,-1.69319566031070e-01
8.53855315315306e+04	-6.38497609618239e-02,-1.67239812318856e-01
8.54856306306297e+04	-6.40860073071648e-02,-1.65190043099778e-01
8.55857297297288e+04	-6.43033009659906e-02,-1.63169846142160e-01
8.56858288288279e+04	-6.45023097040892e-02,-1.61178811156681e-01
8.57859279279270e+04	-6.46836798117723e-02,-1.59216530056498e-01
8.58860270270261e+04	-6.48480367690088e-02,-1.57282597196928e-01
8.59861261261252e+04	-6.49959858916760e-02,-1.55376609596184e-01
8.60862252252243e+04	-6.51281129594527e-02,-1.53498167137950e-01
8.61863243243234e+04	-6.52449848255872e-02,-1.51646872757047e-01
8.62864234234225e+04	-6.53471500088951e-02,-1.49822332609163e-01
8.63865225225216e+04	-6.54351392688452e-02,-1.48024156225323e-01
8.64866216216207e+04	-6.55094661633392e-02,-1.46251956652468e-01
8.65867207207198e+04	-6.55706275903260e-02,-1.44505350580429e-01
8.66868198198189e+04	-6.56191043132208e-02,-1.42783958456498e-01
8.67869189189180e+04	-6.56553614702281e-02,-1.41087404588154e-01
8.68870180180171e+04	-6.56798490693042e-02,-1.39415317234826e-01
8.69871171171162e+04	-6.56930024670851e-02,-1.37767328689034e-01
8.70872162162153e+04	-6.56952428340826e-02,-1.36143075348085e-01
8.71873153153144e+04	-6.56869776053582e-02,-1.34542197776343e-01
8.72874144144134e+04	-6.56686009172922e-02,-1.32964340759084e-01
8.73875135135125e+04	-6.56404940314183e-02,-1.31409153348271e-01
8.74876126126116e+04	-6.56030257445713e-02,-1.29876288900864e-01
8.75877117117107e+04	-6.55565527869175e-02,-1.28365405110038e-01
8.76878108108098e+04	-6.55014202072323e-02,-1.26876164029854e-01
8.77879099099089e+04	-6.54379617463441e-02,-1.25408232093893e-01
8.78880090090080e+04	-6.53665001989924e-02,-1.23961280128012e-01
8.79881081081071e+04	-6.52873477641650e-02,-1.22534983357874e-01
8.80882072072062e+04	-6.52008063846047e-02,-1.21129021411541e-01
8.81883063063053e+04	-6.51071680756064e-02,-1.19743078317330e-01
8.82884054054044e+04	-6.50067152433925e-02,-1.18376842497553e-01
8.83885045045035e+04	-6.48997209934289e-02,-1.17030006758046e-01
8.84886036036026e+04	-6.47864494291404e-02,-1.15702268274321e-01
8.85887027027017e+04	-6.46671559408529e-02,-1.14393328573917e-01
8.86888018018008e+04	-6.45420874859415e-02,-1.13102893516013e-01
8.87889009008999e+04	-6.44114828597134e-02,-1.11830673267742e-01
8.88889999999990e+04	-6.42755729577951e-02,-1.10576382278168e-01
8.89890990990981e+04	-6.41345810303174e-02,-1.09339739249500e-01
8.90891981981972e+04	-6.39887229277226e-02,-1.08120467106270e-01
